OBJECTID,LM_ID,LM_NAME,CATEGORY,LM_TYPE,SDA_CAT,STR_ADDR,UNIT,MUN,PR,POSTAL,PHONE,WEBSITE,Type,ExtDay,WARDNUM,ROPADRID,x,y
200,CC-PLP-221,Helen Wilson (PLASP),Social Services,Child Care (PLASP),Child Care Centre,9 Abbey Rd,,Brampton,ON,L5G 1B8,1-866-317-6251,https://peelchildcare.cioc.ca/record/CDR1275,School-Based Centre,Yes,3,55463,-8876751.092,5416280.89
201,CC-YMC-075,Herb Campbell (YMCA),Social Services,Child Care (YMCA),Child Care Centre,3749 King St,,Caledon,ON,L0N 1K0,905-857-3531 ext 310,https://peelchildcare.cioc.ca/record/CDR1360,School-Based Centre,Yes,1,79238,-8890236.665,5432520.537
202,CC-PLP-234,Hewson (PLASP),Social Services,Child Care (PLASP),Child Care Centre,235 Father Tobin Rd,,Brampton,ON,L6R 0G2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1359,School-Based Centre,Yes,9,296211,-8878837.624,5429348.244
203,CC-FDC-006,Hickory Wood (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,630 Ray Lawson Blvd,,Brampton,ON,L6Y 4W8,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0409,School-Based Centre,Yes,4,,-8876981.296,5410912.958
204,CC-OTH-373,Hide-N-Seek Daycare Inc.,Social Services,Child Care (Other),Child Care Centre,11093 Kennedy Rd N,,Brampton,ON,L6Z0A3,905-840-9990,https://peel.cioc.ca/record/CDR1754?Number=0,Community-Based For-Profit Centre,No,2,204572,-8883750.738,5424784.177
205,CC-PLP-151,Hilldale (PLASP),Social Services,Child Care (PLASP),Child Care Centre,100 Hilldale Cres,,Brampton,ON,L6S 2N3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0752,School-Based Centre,Yes,7,278004,-8875309.581,5423631.455
206,CC-YMC-080,Hillside (YMCA),Social Services,Child Care (YMCA),Child Care Centre,1290 Kelly Rd,,Mississauga,ON,L5J 3V1,647-920-6883,https://peelchildcare.cioc.ca/record/CDR1427,School-Based Centre,Yes,2,,-8866205.855,5389761.216
207,CC-PLP-146,Holy Cross (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3615 Morning Star Dr,,Mississauga,ON,L4T 1Y4,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0656,School-Based Centre,Yes,5,95191,-8865123.694,5422960.445
208,CC-YMC-033,Holy Family (YMCA),Social Services,Child Care (YMCA),Child Care Centre,61 Allan Dr,,Caledon,ON,L7E 1P7,647-401-5057,https://peelchildcare.cioc.ca/record/CDR0607,School-Based Centre,Yes,5,216847,-8875102.426,5445914.103
209,CC-PLP-121,Homestead (PLASP),Social Services,Child Care (PLASP),Child Care Centre,99 Fletchers Creek Blvd,,Brampton,ON,L6X 4T7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0775,School-Based Centre,Yes,5,241372,-8883143.693,5417341.347
210,CC-OTH-381,House of Wonder Early Learning Centre,Social Services,Child Care (Other),Child Care Centre,2101 Dixie Rd,,Mississauga,ON,L4Y1Z1,647-885-7082,,Community-Based For-Profit Centre,No,1,123819,-8857706.564,5403757.868
211,CC-YMC-071,Howden (YMCA),Social Services,Child Care (YMCA),Child Care Centre,355 Howden Blvd,,Brampton,ON,L6S4L6,905-458-7873,https://peelchildcare.cioc.ca/record/CDR0383,Community-Based Non-Profit Centre,No,7,173153,-8876665.51,5421888.257
212,CC-YMC-024,Humberview (YMCA),Social Services,Child Care (YMCA),Child Care Centre,135 Kingsview Dr,,Caledon,ON,L7E 3V8,416-450-4606,https://peelchildcare.cioc.ca/record/CDR0601,School-Based Centre,No,6,201498,-8876349.733,5448228.986
213,CC-PLP-076b,Huntington Ridge (PLASP),Social Services,Child Care (PLASP),Child Care Centre,345 Huntington Ridge Dr,,Mississauga,ON,L5R 1R6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0709,School-Based Centre,Yes,4,90161,-8867380.886,5403223.825
214,CC-PLP-076a,Huntington Ridge Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,345 Huntington Ridge Dr,,Mississauga,ON,L5R 1R6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0557,School-Based Centre,No,4,,-8867378.206,5403276.879
215,CC-OTH-251,Huron Park Montessori,Social Services,Child Care (Other),Child Care Centre,830 Paisley Blvd W,,Mississauga,ON,L5C 3P5,647-400-1436,https://peelchildcare.cioc.ca/record/CDR0460,Community-Based For-Profit Centre,No,7,84168,-8864712.596,5397457.977
216,CC-PLP-251,Huttonville P.S. (PLASP),Social Services,Child Care (PLASP),Child Care Centre,2322 Embleton Rd,,Brampton,ON,L6X0C9,1-888-739-4102,https://peel.cioc.ca/record/CDR1799?Number=1,School-Based Centre,No,6,220352,-8884331.337,5410120.676
217,CC-YMC-034,Ingleborough (YMCA),Social Services,Child Care (YMCA),Child Care Centre,60 Ingleborough Dr,,Brampton,ON,L6S 0X5,905-943-9622 ext 750,https://peelchildcare.cioc.ca/record/CDR1057,School-Based Centre,Yes,5,296039,-8883683.743,5412924.763
218,CC-PLP-171,James Bolton (PLASP),Social Services,Child Care (PLASP),Child Care Centre,225 Kingsview Dr,,Caledon,ON,L7E 3X8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0603,School-Based Centre,Yes,6,18056,-8876733.13,5447918.679
219,CC-PLP-211,James Potter (PLASP),Social Services,Child Care (PLASP),Child Care Centre,9775 Creditview Rd,,Brampton,ON,L6X 0H7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0787,School-Based Centre,Yes,5,306225,-8884699.854,5414949.235
220,CC-PLP-183,Janet McDougald (PLASP),Social Services,Child Care (PLASP),Child Care Centre,498 Hartsdale Ave,,Mississauga,ON,L5G 2G6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1050,School-Based Centre,Yes,1,139170,-8858683.334,5399468.218
221,CC-PLP-160,Jefferson (PLASP),Social Services,Child Care (PLASP),Child Care Centre,48 Jefferson Rd,,Brampton,ON,L6S 2N9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0756,School-Based Centre,Yes,8,287916,-8875538.019,5425028.619
222,CC-OTH-039,Jingbao Bilingual Children's Centre,Social Services,Child Care (Other),Child Care Centre,3195 Erindale Station Rd,,Mississauga,ON,L5C 1Y5,905-848-5332,https://peelchildcare.cioc.ca/record/CDR1140,Community-Based For-Profit Centre,No,6,28643,-8866336.075,5397802.13
223,CC-PLP-229,John Fraser Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,2665 Erin Centre Blvd,,Mississauga,ON,L5M 5H6,905-819-1890,https://peelchildcare.cioc.ca/record/CDR0558,School-Based Centre,No,9,,-8874021.644,5397586.752
224,CC-OTH-015,Junior Scholars Preschool,Social Services,Child Care (Other),Child Care Centre,1400 Lakeshore Rd W,1 2 3,Mississauga,ON,L5L 2K8,905-823-7575,https://peelchildcare.cioc.ca/record/CDR0573,Community-Based For-Profit Centre,No,2,39624,-8862671.214,5392149.204
225,CC-OTH-168,KRT Kiddies Kollege,Social Services,Child Care (Other),Child Care Centre,141 Kennedy Rd N,,Brampton,ON,L6V 1X9,905-459-2300,https://peelchildcare.cioc.ca/record/CDR0411,Community-Based Non-Profit Centre,No,1,86080,-8878858.783,5419594.257
226,CC-OTH-019,Kaban Montessori Preschool,Social Services,Child Care (Other),Child Care Centre,2449 Dunwin Dr,,Mississauga,ON,L5L 1T1,905-569-3112,https://peelchildcare.cioc.ca/record/CDR0973,Community-Based For-Profit Centre,Yes,8,324361,-8869944,5393183.453
227,CC-OTH-254,Kaban Montessori School,Social Services,Child Care (Other),Child Care Centre,2465 Dunwin Dr ,1A 1B,Mississauga,ON,L5L 1T4,905-569-3112,https://peelchildcare.cioc.ca/record/CDR0973,Community-Based For-Profit Centre,No,8,400186,-8869941.95,5393108.438
228,CC-OTH-255,Kendellhurst Academy Inc.,Social Services,Child Care (Other),Child Care Centre,175 Queen St S,,Mississauga,ON,L5M 1L2,905-567-1070,https://peelchildcare.cioc.ca/record/CDR0545,Community-Based For-Profit Centre,No,11,248372,-8873719.418,5400999.666
229,CC-YMC-067,Kennedy Road North (YMCA),Social Services,Child Care (YMCA),Child Care Centre,9996 Kennedy Rd,,Brampton,ON,L6T 3S1,905-457-6006,https://peelchildcare.cioc.ca/record/CDR0439,Community-Based Non-Profit Centre,No,1,232317,-8880671.991,5421437.33
230,CC-YMC-035,Kenollie (YMCA),Social Services,Child Care (YMCA),Child Care Centre,1376 Glenwood Dr,,Mississauga,ON,L5G 2X1,416-509-5200,https://peelchildcare.cioc.ca/record/CDR0834,School-Based Centre,Yes,1,288025,-8860810.13,5397166.656
231,CC-OTH-374,Khalsa Montessori School,Social Services,Child Care (Other),Child Care Centre,11499 The Gore Rd,,Brampton,ON,L6P0B2,905-913-0801,https://peel.cioc.ca/record/CDR0336?Number=0,Community-Based For-Profit Centre,No,10,167486,-8874520.223,5437009.064
232,CC-OTH-344,Kids & Company - Brampton,Social Services,Child Care (Other),Child Care Centre,75 Dufay Rd,C,Brampton,ON,L7A 4J1,905-843-2261,https://peelchildcare.cioc.ca/record/CDR1653,Community-Based For-Profit Centre,No,6,151408,-8888186.806,5415775.505
233,CC-OTH-256,Kids & Company - Robert Speck Parkway,Social Services,Child Care (Other),Child Care Centre,1 Robert Speck Pky,110,Mississauga,ON,L4Z 3M3,905-848-5437,https://peelchildcare.cioc.ca/record/CDR0515,Community-Based For-Profit Centre,No,4,7683,-8865327.238,5403293.155
234,CC-OTH-325,Kids & Company Mississauga,Social Services,Child Care (Other),Child Care Centre,85 Prologis Blvd,,Mississauga,ON,L5W 0G4,905-564-9888,https://peelchildcare.cioc.ca/record/CDR1466,Community-Based For-Profit Centre,No,5,405479,-8871499.722,5408919.476
235,CC-OTH-339,Kids Development Daycare,Social Services,Child Care (Other),Child Care Centre,23 Conservation Dr,9 10,Brampton,ON,L6Z 4R3,905-625-5355,https://peelchildcare.cioc.ca/record/CDR1616,Community-Based For-Profit Centre,No,2,331009,-8884756.847,5423094.416
236,CC-OTH-370,Kids Fun Club,Social Services,Child Care (Other),Child Care Centre,8920 Highway 50,5B,Brampton,ON,L6P3A3,647-367-9321,https://peel.cioc.ca/record/CDR1808?Number=0,Community-Based For-Profit Centre,No,8,304212,-8867033.223,5430695.935
237,CC-OTH-078,Kids Palace Nursery School,Social Services,Child Care (Other),Child Care Centre,20 Mississauga Valley Blvd,,Mississauga,ON,L5A 3S1,905-275-3657,https://peelchildcare.cioc.ca/record/CDR0449,Community-Based For-Profit Centre,No,4,32436,-8864016.543,5402221.761
238,CC-OTH-012,Kids Zone Childcare Centre,Social Services,Child Care (Other),Child Care Centre,2275 Speakman Dr,4 5,Mississauga,ON,L5K 1B1,905-403-9351,https://peelchildcare.cioc.ca/record/CDR0493,Community-Based For-Profit Centre,No,2,126091,-8867519.496,5391727.916
239,CC-OTH-353,Kidtopia Child Care Centre,Social Services,Child Care (Other),Child Care Centre,2233 Argentia Rd,,Mississauga,ON,L5N 2X7,905-858-8181,https://peel.cioc.ca/record/CDR1731,Community-Based For-Profit Centre,No,9,8144,-8877245.601,5403400.9
240,CC-OTH-351,Kidz Kove Childcare Centre,Social Services,Child Care (Other),Child Care Centre,4870 Tomken Rd,7,Mississauga,ON,L4W 1J8,905-602-6656,https://peelchildcare.cioc.ca/record/CDR1721,Community-Based For-Profit Centre,No,3,257847,-8864298.24,5407710.694
241,CC-OTH-093,Kinder Kampus 3,Social Services,Child Care (Other),Child Care Centre,6981 Millcreek Dr ,12,Mississauga,ON,L5N 6B8,905-567-4780,https://peelchildcare.cioc.ca/record/CDR0561,Community-Based For-Profit Centre,No,9,260256,-8878746.292,5403426.575
242,CC-OTH-289,Kinder Kids International Preschool,Social Services,Child Care (Other),Child Care Centre,1575 Clarkson Rd N,1,Mississauga,ON,L5J 2X1,905-855-1111,https://peelchildcare.cioc.ca/record/CDR1355,Community-Based For-Profit Centre,No,2,,-8865301.586,5392790.311
243,CC-PLP-059,Kindree (PLASP),Social Services,Child Care (PLASP),Child Care Centre,7370 Terragar Blvd,,Mississauga,ON,L5N 7L8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0730,School-Based Centre,Yes,10,248989,-8882088.832,5401153.636
244,CC-OTH-294,King Academy Child Care Centre Inc.,Social Services,Child Care (Other),Child Care Centre,225 Castle Oaks Cross,13-Nov,Brampton,ON,L6P 3X3,905-913-0754,https://peelchildcare.cioc.ca/record/CDR1371,Community-Based For-Profit Centre,No,10,390102,-8868446.962,5433950.599
245,CC-PLP-126,Kingswood Drive (PLASP),Social Services,Child Care (PLASP),Child Care Centre,235 Kingsview Dr,,Brampton,ON,L6V 3B3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0758,School-Based Centre,Yes,1,60756,-8879488.745,5419464.583
246,CC-OTH-276,Lakeside Montessori,Social Services,Child Care (Other),Child Care Centre,1079 Lakeshore Rd E,,Mississauga,ON,L5E 1E8,905-891-8332,https://peelchildcare.cioc.ca/record/CDR1143,Community-Based For-Profit Centre,No,1,,-8856330.838,5400407.256
247,CC-PLP-231,Lancaster (PLASP),Social Services,Child Care (PLASP),Child Care Centre,7425 Netherwood Rd,,Mississauga,ON,L4T 2N7,905-791-2017,https://peelchildcare.cioc.ca/record/CDR0593,School-Based Centre,Yes,5,,-8866321.152,5421886.17
248,CC-YMC-020,Larkspur (YMCA),Social Services,Child Care (YMCA),Child Care Centre,111 Larkspur Rd,,Brampton,ON,L6S 1X2,416-716-1352,https://peelchildcare.cioc.ca/record/CDR0845,School-Based Centre,Yes,9,336449,-8877664.173,5427507.617
249,CC-OTH-359,Laugh & Learn Children Services Inc.,Social Services,Child Care (Other),Child Care Centre,15 Beaumaris Dr,,Brampton,ON,L6T5J6,905-789-8900,https://peel.cioc.ca/record/CDR1780?Number=0,Community-Based For-Profit Centre,No,8,484379,-8867706.498,5429067.818
250,CC-OTH-375,Le Petit Kangaroo Child Care Centre,Social Services,Child Care (Other),Child Care Centre,68 Bramalea Rd,1,Brampton,ON,L6T0H3,905-216-2024,https://peelchildcare.cioc.ca/record/CDR1814?Number=0,Community-Based For-Profit Centre,No,7,426201,-8871757.22,5420285.815
251,CC-OTH-061,Learning Jungle School,Social Services,Child Care (Other),Child Care Centre,78 Agnes St,,Mississauga,ON,L5B 1J7,905-273-7023,https://peelchildcare.cioc.ca/record/CDR0513,Community-Based For-Profit Centre,No,7,219449,-8863159.333,5400544.239
252,CC-PLP-141,Lester B. Pearson (PLASP),Social Services,Child Care (PLASP),Child Care Centre,140 Howden Blvd,,Brampton,ON,L6S 2G1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0754,School-Based Centre,Yes,7,300914,-8875372.141,5422673.593
253,CC-YMC-036,Levi Creek (YMCA),Social Services,Child Care (YMCA),Child Care Centre,1525 Samuelson Cir,,Mississauga,ON,L5N 7Z1,905-564-9879 ext 7,https://peelchildcare.cioc.ca/record/CDR0862,School-Based Centre,Yes,11,300029,-8877454.723,5407251.77
254,CC-OTH-376,Light of the World Christian Childcare Centre,Social Services,Child Care (Other),Child Care Centre,12091 Hurontario St,,Brampton,ON,L6Z4P8,647-333-7939,,Community-Based Non-Profit Centre,No,2,204060,-8886320.066,5424693.221
255,CC-OTH-058,Little Angels Christian Child Care - 1,Social Services,Child Care (Other),Child Care Centre,1245 Eglinton Ave W,,Mississauga,ON,L5V 2M4,905-814-7774 ext 278,https://peelchildcare.cioc.ca/record/CDR0538,Community-Based Non-Profit Centre,No,6,,-8870368.641,5400703.515
256,CC-OTH-258,Little Angels Christian Child Care - 2,Social Services,Child Care (Other),Child Care Centre,6341 Mississauga Rd,,Mississauga,ON,L5N 1A5,905-567-6800,https://peelchildcare.cioc.ca/record/CDR0863,Community-Based Non-Profit Centre,No,11,,-8875462.385,5403018.433
257,CC-OTH-333,Little Bloomers Childcare Centre,Social Services,Child Care (Other),Child Care Centre,153 Queen St W,,Brampton,ON,L6Y 1M4,905-499-0789,https://peelchildcare.cioc.ca/record/CDR1602,Community-Based For-Profit Centre,No,3,48892,-8879200.712,5416435.094
258,CC-OTH-008,Little Bright Stars,Social Services,Child Care (Other),Child Care Centre,2575 Dundas St W,18,Mississauga,ON,L5K 2M6,905-569-2267,https://peelchildcare.cioc.ca/record/CDR0465,Community-Based For-Profit Centre,No,8,,-8869951.451,5392321.288
259,CC-OTH-129,Little Folks Montessori Inc.,Social Services,Child Care (Other),Child Care Centre,1555 Steeles Ave W,,Brampton,ON,L6Y 5J9,905-455-1264,https://peelchildcare.cioc.ca/record/CDR0431,Community-Based For-Profit Centre,No,6,264886,-8879651.082,5409052.933
260,CC-OTH-128,Little Folks Montessori Pre-School Inc.,Social Services,Child Care (Other),Child Care Centre,3315 Fieldgate Dr,,Mississauga,ON,L4X 2J3,905-624-6414,https://peelchildcare.cioc.ca/record/CDR0485,Community-Based For-Profit Centre,No,3,97426,-8859525.863,5407272.24
261,CC-OTH-378,Little Galaxy Childcare & Montessori ,Social Services,Child Care (Other),Child Care Centre,10960 Goreway Dr,,Brampton,ON,L6P 0N1,905-247-5507,,Community-Based For-Profit Centre,,10,495800,-8876387.542,5433230.374
262,CC-OTH-124,Little Leaf Daycare,Social Services,Child Care (Other),Child Care Centre,5685 Whittle Rd,,Mississauga,ON,L4Z 3P8,905-568-4069,https://peelchildcare.cioc.ca/record/CDR0539,Community-Based For-Profit Centre,No,5,24946,-8868601.851,5407163.456
263,CC-OTH-063,Little Rascals Preschool,Social Services,Child Care (Other),Child Care Centre,158A Queen St S,,Mississauga,ON,L5M 1K8,905-858-0177,https://peelchildcare.cioc.ca/record/CDR0505,Community-Based For-Profit Centre,No,11,264872,-8873838.063,5401042.658
264,CC-OTH-260,Little Stars Daycare,Social Services,Child Care (Other),Child Care Centre,527 Van Kirk Dr ,105,Brampton,ON,L7A 0P4,905-970-0638,https://peelchildcare.cioc.ca/record/CDR0968,Community-Based For-Profit Centre,No,2,158444,-8886863.941,5423148.801
265,CC-OTH-057,Little Superstars Montessori & DayCare,Social Services,Child Care (Other),Child Care Centre,3022 Novar Rd,,Mississauga,ON,L5B 1S4,905-232-0059,https://peelchildcare.cioc.ca/record/CDR0488,Community-Based For-Profit Centre,No,7,247531,-8863254.361,5400407.733
266,CC-PLP-222,Lorenville (PLASP),Social Services,Child Care (PLASP),Child Care Centre,10 Lorenville Dr,,Brampton,ON,L5G 1B8,1-866-317-6251,https://peelchildcare.cioc.ca/record/CDR1274,School-Based Centre,Yes,5,317819,-8884504.651,5413518.589
267,CC-PLP-013,Lorne Park (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1325 Indian Rd,,Mississauga,ON,L5H 1S3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0662,School-Based Centre,Yes,2,125871,-8864096.548,5394091.321
268,CC-OTH-384,Lullaboo Childcare Center - Wanless,Social Services,Child Care (Other),Child Care Centre,760 Wanless Dr,,Brampton,ON,L7A0A9,905-863-1146,,Community-Based For-Profit Centre,No,6,495149,-8886679.813,5420817.633
269,CC-OTH-368,Lullaboo Meadowvale,Social Services,Child Care (Other),Child Care Centre,6677 Meadowvale Town Centre Cir,,Mississauga,ON,L5N2R5,289-410-0111,https://peel.cioc.ca/record/CDR1802?Number=1,Community-Based For-Profit Centre,,9,229851,-8878768.938,5401108.206
270,CC-OTH-302,Lullaboo Nursery and Child Care - Churchill,Social Services,Child Care (Other),Child Care Centre,8015 Financial Dr,,Brampton,ON,L6Y 0J8,289-410-0111,https://peelchildcare.cioc.ca/record/CDR1389,Community-Based For-Profit Centre,No,4,396099,-8879982.932,5408902.318
271,CC-OTH-334,Lullaboo Nursery and Child Care - Heartland,Social Services,Child Care (Other),Child Care Centre,5510 Mavis Rd,,Mississauga,ON,L5V 2X5,289-444-5055,https://peelchildcare.cioc.ca/record/CDR1601,Community-Based For-Profit Centre,No,6,265803,-8870843.207,5404577.856
272,CC-OTH-261,Lullaboo Nursery and Child Care - Mississauga,Social Services,Child Care (Other),Child Care Centre,5329 Ninth Line,,Mississauga,ON,L5M 5X5,905-936-7162,https://peelchildcare.cioc.ca/record/CDR0886,Community-Based For-Profit Centre,No,10,,-8877033.448,5395070.618
273,CC-OTH-320,Lullaboo Nursery and Child Care - Queen,Social Services,Child Care (Other),Child Care Centre,1450 Queen St W,,Brampton,ON,L6X 0B2,289-298-5370,https://peelchildcare.cioc.ca/record/CDR1433,Community-Based For-Profit Centre,No,5,400491,-8882368.198,5412636.924
274,CC-OTH-327,Ma Petite Maison Childcare,Social Services,Child Care (French),Child Care Centre,354 Queen St S,,Mississauga,ON,L5M 1M2,416-389-0681,https://peelchildcare.cioc.ca/record/CDR1470,Community-Based For-Profit Centre,No,11,93448,-8872857.24,5400043.078
275,CC-PLP-250,Malala Yousafzai P.S. (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1248 Mayfield Rd,,Caledon,ON,L7C 0Y7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1714,School-Based Centre,No,2,206835,-8890248.031,5419204.484
276,CC-PLP-072,Maplewood (PLASP),Social Services,Child Care (PLASP),Child Care Centre,2650 Gananoque Dr,,Mississauga,ON,L5N 2R2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0706,School-Based Centre,Yes,9,233692,-8879019.81,5402768.22
277,CC-OTH-382,Maplewood Academy,Social Services,Child Care (Other),Child Care Centre,3580 Thomas St,,Mississauga,ON,L5M2S6,647-967-7400,,Community-Based For-Profit Centre,No,10,493973,-8876764.993,5397302.251
278,CC-PLP-185,Marvin Heights (PLASP),Social Services,Child Care (PLASP),Child Care Centre,7455 Redstone Rd,,Mississauga,ON,L4T 2B3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1052,School-Based Centre,Yes,5,23422,-8866903.793,5421504.328
279,CC-YMC-062,Mary Fix (YMCA),Social Services,Child Care (YMCA),Child Care Centre,486 Paisley Blvd W,,Mississauga,ON,L6V 2E7,1-647-298-7345,https://peelchildcare.cioc.ca/record/CDR1291,School-Based Centre,Yes,7,224073,-8863748.528,5398723.054
280,CC-PLP-159,Massey Street (PLASP),Social Services,Child Care (PLASP),Child Care Centre,95 Massey St,,Brampton,ON,L6S 3A3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0759,School-Based Centre,Yes,7,174342,-8877364.563,5424962.73
281,CC-PLP-034,McBride (PLASP),Social Services,Child Care (PLASP),Child Care Centre,974 McBride Ave,,Mississauga,ON,L5C 1L6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0651,School-Based Centre,Yes,6,277595,-8866212.849,5398162.034
282,CC-PLP-240,McClure (PLASP),Social Services,Child Care (PLASP),Child Care Centre,50 Parity Rd,,Brampton,ON,L6X 5M8,1-888-739-4102,https://peelchildcare.cioc.ca/record/CDR1441,School-Based Centre,Yes,5,423160,-8882531.44,5414746.044
283,CC-YMC-038,McHugh (YMCA),Social Services,Child Care (YMCA),Child Care Centre,31 Craig St,,Brampton,ON,L6Y 1J2,416-928-9622,https://peelchildcare.cioc.ca/record/CDR0736,School-Based Centre,Yes,3,390972,-8878752.254,5416010.184
284,CC-PLP-186,McKinnon (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3270 Tacc Dr,,Mississauga,ON,L5M 0H3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0721,School-Based Centre,Yes,10,291067,-8875928.298,5396192.541
285,CC-OTH-290,Meadow Green Preschool,Social Services,Child Care (Other),Child Care Centre,649 Queensway W,,Mississauga,ON,L6R 3G2,905-273-3344,https://peelchildcare.cioc.ca/record/CDR0163,Community-Based For-Profit Centre,No,7,117059,-8863643.921,5397740.184
286,CC-YMC-057,Meadowvale (YMCA),Social Services,Child Care (YMCA),Child Care Centre,6700 Edenwood Dr,,Mississauga,ON,L5N 3B2,1-416-928-9622,https://peel.cioc.ca/record/CDR1768,School-Based Centre,No,,11607,-8879039.559,5400389.429
287,CC-YMC-039,Meadowvale Village (YMCA),Social Services,Child Care (YMCA),Child Care Centre,890 Old Derry Rd W,,Mississauga,ON,L5W 1A1,416-569-7363,https://peelchildcare.cioc.ca/record/CDR0860,School-Based Centre,Yes,11,210662,-8874886.705,5407970.857
288,CC-YMC-083,Meadowvale YMCA Child Care Centre,Social Services,Child Care (YMCA),Child Care Centre,6700 Edenwood Dr,,Mississauga,ON,L5N3B2,416-928-9622,https://peel.cioc.ca/record/CDR1768?Number=0 ,School-Based Centre,No,9,16266,-8879039.559,5400389.429
289,CC-PLP-073,Metropolitan Andrei (PLASP),Social Services,Child Care (PLASP),Child Care Centre,515 Mississauga Valley Blvd,,Mississauga,ON,L5A 3G6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0690,School-Based Centre,Yes,4,267585,-8862520.087,5402629.437
290,CC-YMC-008,Middlebury (YMCA),Social Services,Child Care (YMCA),Child Care Centre,5482 Middlebury Dr,,Mississauga,ON,L5M 5E8,905-821-2169,https://peelchildcare.cioc.ca/record/CDR0506,School-Based Centre,Yes,9,289147,-8874635.717,5398428.185
291,CC-OTH-356,Mighty Wonders Preschool and Childcare,Social Services,Child Care (Other),Child Care Centre,6945 Meadowvale Town Centre Circle,,Mississauga,ON,L5N 2W7,905-858-5800,https://peelchildcare.cioc.ca/record/CDR1746?Number=7,Community-Based For-Profit Centre,No,9,262903,-8878623.264,5401112.657
292,CC-OTH-084,Millcreek Kinder Kampus,Social Services,Child Care (Other),Child Care Centre,6685 Millcreek Dr ,10,Mississauga,ON,L5N 5M5,905-567-1111,https://peelchildcare.cioc.ca/record/CDR0521,Community-Based For-Profit Centre,No,9,400185,-8877332.932,5402995.208
293,CC-PLP-042,Miller's Grove (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6325 Miller's Grove,,Mississauga,ON,L5N 3C8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0724,School-Based Centre,Yes,9,13229,-8878371.274,5399485.297
294,CC-PLP-035,Mineola (PLASP),Social Services,Child Care (PLASP),Child Care Centre,145 Windy Oaks,,Mississauga,ON,L5G 1Z4,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0839,School-Based Centre,Yes,1,396717,-8859392.191,5398163.862
295,CC-OTH-005,Mini Skool - A Child's Place Inc.,Social Services,Child Care (Other),Child Care Centre,2501 Truscott Dr,,Mississauga,ON,L5J 2B3,905-823-3000,https://peelchildcare.cioc.ca/record/CDR0666,Community-Based Non-Profit Centre,No,2,32393,-8866592.21,5389948.064
296,CC-OTH-188,Mini Skool - Bramalea,Social Services,Child Care (Other),Child Care Centre,27 King's Cross Rd,,Brampton,ON,L6T 3V5,905-792-2230,https://peelchildcare.cioc.ca/record/CDR0384,Community-Based Non-Profit Centre,No,7,172383,-8874026.331,5422243.146
297,CC-OTH-164,Mini Skool - Brampton,Social Services,Child Care (Other),Child Care Centre,178 Church St E,,Brampton,ON,L6V 1H1,905-457-1248,https://peelchildcare.cioc.ca/record/CDR0438,Community-Based Non-Profit Centre,No,1,56778,-8878157.413,5418708.455
298,CC-OTH-003,Mini Skool - Bromsgrove,Social Services,Child Care (Other),Child Care Centre,2488 Bromsgrove Rd,,Mississauga,ON,L5J 1L8,905-823-3000,https://peelchildcare.cioc.ca/record/CDR0567,Community-Based Non-Profit Centre,No,2,39387,-8866049.88,5389223.176
299,CC-OTH-101,Mini Skool - Cawthra,Social Services,Child Care (Other),Child Care Centre,3153 Cawthra Rd,,Mississauga,ON,L5A 2X4,905-276-3933,https://peelchildcare.cioc.ca/record/CDR0482,Community-Based Non-Profit Centre,No,3,30101,-8861455.976,5403454.236
